id,dateOfPurchase,userId,purchasedWithWallet
1,2023-02-10,45,false
2,2022-12-10,305,true
3,2023-07-11,775,true
4,2021-05-02,667,true
5,2021-04-02,621,false
6,2021-07-16,696,true
7,2021-01-09,164,true
8,2023-05-23,834,false
9,2023-12-19,309,false
10,2021-04-05,55,true
11,2023-10-06,624,true
12,2022-02-14,511,true
13,2021-02-24,87,false
14,2023-09-20,32,true
15,2022-02-06,45,true
16,2023-04-01,773,false
17,2021-11-26,393,true
18,2023-12-02,561,false
19,2022-11-29,785,false
20,2023-05-22,348,false
21,2023-07-30,607,true
22,2023-01-16,372,true
23,2021-10-22,702,false
24,2023-04-12,764,false
25,2023-06-20,848,true
26,2021-07-26,537,false
27,2022-02-06,249,true
28,2022-08-02,486,true
29,2021-12-22,658,false
30,2021-09-06,376,false
31,2022-08-22,246,false
32,2021-01-26,758,false
33,2021-10-24,202,true
34,2023-10-21,473,false
35,2021-12-27,870,true
36,2021-06-04,687,true
37,2022-09-15,254,false
38,2021-07-12,368,true
39,2022-01-10,298,false
40,2022-03-18,921,true
41,2023-10-10,377,false
42,2023-11-02,659,false
43,2022-12-17,553,false
44,2022-03-14,192,true
45,2023-01-31,628,false
46,2021-05-12,10,false
47,2021-11-29,785,false
48,2021-12-03,417,false
49,2021-04-09,859,false
50,2023-03-14,657,false
51,2023-02-24,336,false
52,2021-08-16,47,true
53,2023-12-25,478,true
54,2022-03-20,451,true
55,2023-08-01,945,false
56,2021-10-12,883,false
57,2021-04-29,726,true
58,2022-04-01,175,false
59,2021-12-31,907,false
60,2023-01-07,987,false
61,2021-08-12,888,false
62,2021-09-07,681,false
63,2022-04-27,541,false
64,2023-03-06,89,false
65,2022-12-30,279,true
66,2022-10-27,195,false
67,2021-12-02,183,false
68,2023-08-25,778,false
69,2023-06-01,392,true
70,2022-05-02,580,false
71,2021-12-11,717,true
72,2022-03-16,605,false
73,2022-04-13,236,false
74,2023-10-02,61,false
75,2022-06-23,359,false
76,2021-08-20,111,false
77,2023-09-06,733,false
78,2021-05-05,222,false
79,2022-07-03,681,true
80,2023-07-26,726,false
81,2022-06-10,986,false
82,2022-03-06,368,true
83,2022-05-10,167,false
84,2022-08-11,148,true
85,2022-09-23,899,true
86,2023-07-17,60,true
87,2022-09-15,131,true
88,2021-03-25,923,true
89,2023-04-27,970,false
90,2021-05-19,909,false
91,2022-04-15,435,false
92,2023-02-12,707,true
93,2022-07-15,688,false
94,2021-08-22,577,true
95,2021-06-04,382,true
96,2021-10-11,401,false
97,2022-04-16,722,false
98,2022-07-01,896,true
99,2022-07-11,929,true
100,2021-05-11,238,true
101,2023-10-31,882,false
102,2021-12-08,883,true
103,2022-08-28,599,true
104,2021-10-13,661,false
105,2022-12-07,34,true
106,2021-09-04,853,true
107,2023-11-06,153,false
108,2022-05-13,84,false
109,2021-08-15,625,false
110,2022-01-10,207,false
111,2023-07-17,82,true
112,2023-08-31,58,true
113,2021-04-06,377,true
114,2021-11-15,134,false
115,2021-10-19,569,false
116,2023-07-20,989,false
117,2021-12-20,506,false
118,2021-10-20,791,true
119,2023-12-05,784,false
120,2023-02-15,955,true
121,2022-09-28,27,false
122,2021-08-16,613,true
123,2022-07-05,265,true
124,2023-08-04,993,false
125,2023-10-30,5,true
126,2023-04-14,717,true
127,2021-07-18,79,true
128,2023-12-18,72,false
129,2023-10-02,528,true
130,2023-08-17,2,true
131,2021-01-29,191,true
132,2021-12-25,715,true
133,2021-10-07,459,false
134,2023-02-13,856,false
135,2021-06-06,592,true
136,2022-01-29,596,false
137,2023-11-01,717,true
138,2023-07-25,859,false
139,2022-01-12,165,true
140,2023-10-29,643,true
141,2023-11-12,386,false
142,2023-08-07,691,false
143,2021-09-27,900,false
144,2021-06-13,956,true
145,2023-03-13,143,true
146,2022-06-14,991,true
147,2021-09-18,865,false
148,2023-07-23,946,false
149,2021-01-23,243,false
150,2022-08-25,680,true
151,2023-04-07,92,false
152,2021-04-01,338,false
153,2022-08-01,602,true
154,2023-05-04,71,false
155,2021-03-05,281,true
156,2023-06-21,908,false
157,2022-08-31,199,true
158,2021-11-05,900,true
159,2021-07-06,358,true
160,2021-08-23,438,true
161,2022-08-25,203,true
162,2021-09-07,854,false
163,2022-10-06,610,false
164,2023-08-05,75,true
165,2023-03-08,408,true
166,2023-02-09,5,true
167,2021-09-19,134,false
168,2023-06-10,947,true
169,2021-03-31,350,false
170,2021-08-23,385,true
171,2022-04-11,635,false
172,2021-02-27,925,false
173,2023-01-07,330,true
174,2022-04-27,919,true
175,2021-03-23,967,true
176,2021-03-05,57,true
177,2023-07-14,959,true
178,2022-02-23,185,true
179,2021-02-02,166,true
180,2022-11-23,1,false
181,2023-09-30,11,false
182,2021-09-17,779,false
183,2022-04-16,786,true
184,2022-01-02,899,true
185,2023-03-02,760,true
186,2022-02-17,245,false
187,2021-12-20,577,false
188,2023-02-22,760,false
189,2023-11-28,922,false
190,2022-01-10,107,false
191,2022-11-01,597,false
192,2022-01-23,802,true
193,2022-02-20,853,false
194,2022-08-16,769,false
195,2022-01-30,314,false
196,2022-07-21,269,true
197,2021-09-20,617,false
198,2021-08-24,273,true
199,2022-12-31,595,false
200,2022-03-21,361,true
201,2023-05-02,17,false
202,2021-04-08,260,false
203,2023-05-29,361,true
204,2022-11-04,655,true
205,2023-12-26,120,true
206,2022-08-11,435,false
207,2021-11-08,406,true
208,2023-01-28,605,true
209,2023-12-30,723,true
210,2023-11-11,297,true
211,2021-02-09,176,false
212,2021-07-08,57,true
213,2022-08-31,844,true
214,2022-09-08,940,false
215,2023-01-02,285,true
216,2022-03-19,22,true
217,2022-10-26,833,false
218,2022-05-23,624,true
219,2023-05-15,183,true
220,2022-08-06,329,true
221,2021-07-11,314,true
222,2022-10-14,73,false
223,2023-12-22,524,false
224,2021-12-21,90,false
225,2023-08-26,342,false
226,2021-06-15,519,false
227,2021-03-16,723,false
228,2023-11-19,508,false
229,2021-05-11,118,true
230,2023-07-27,690,false
231,2022-12-31,132,true
232,2022-08-16,989,true
233,2021-10-07,227,true
234,2021-07-19,919,true
235,2021-11-16,544,true
236,2021-09-19,919,true
237,2023-03-13,542,false
238,2022-10-27,624,false
239,2022-08-23,621,false
240,2023-01-24,596,false
241,2021-05-24,670,false
242,2023-06-30,39,true
243,2021-03-12,309,true
244,2023-09-04,993,false
245,2022-04-08,280,true
246,2021-09-09,3,true
247,2022-10-07,757,true
248,2022-08-19,504,true
249,2021-01-13,919,true
250,2023-12-26,237,true
251,2021-11-23,917,true
252,2021-07-15,366,true
253,2022-09-28,155,true
254,2022-08-01,637,false
255,2022-07-25,245,false
256,2022-12-18,607,true
257,2021-10-03,87,false
258,2021-12-18,880,true
259,2023-08-22,483,false
260,2021-12-31,38,false
261,2022-09-02,696,true
262,2022-06-04,443,false
263,2021-12-12,509,true
264,2021-11-22,866,false
265,2022-03-31,791,true
266,2021-01-08,666,false
267,2021-12-05,795,false
268,2022-09-10,529,true
269,2022-11-25,999,false
270,2022-04-17,464,false
271,2021-08-07,393,false
272,2022-12-02,339,true
273,2023-03-06,287,true
274,2023-11-04,147,true
275,2021-12-16,231,true
276,2022-01-17,279,false
277,2022-01-31,751,false
278,2022-11-22,718,false
279,2021-02-17,699,true
280,2022-06-14,30,true
281,2022-01-22,640,true
282,2023-04-15,554,false
283,2023-07-23,839,false
284,2023-08-10,271,true
285,2021-10-31,391,false
286,2021-04-29,113,true
287,2022-12-16,801,true
288,2021-04-24,44,true
289,2023-09-19,514,true
290,2021-06-28,147,true
291,2021-07-15,813,true
292,2022-07-25,620,false
293,2023-09-25,516,false
294,2023-12-06,368,true
295,2022-11-07,206,true
296,2023-09-01,384,false
297,2021-11-30,569,false
298,2023-10-08,956,true
299,2022-03-13,481,false
300,2021-02-06,715,false
301,2023-02-25,391,false
302,2022-08-03,12,true
303,2023-04-23,510,false
304,2023-07-27,868,true
305,2023-04-12,421,true
306,2023-09-21,977,true
307,2021-09-01,768,false
308,2022-11-14,419,true
