id,game_id,purchase_id
9500,239030,23
9501,10,745
9502,319630,450
9503,8930,312
9504,270880,607
9505,22380,253
9506,219150,388
9507,35140,243
9508,219150,605
9509,242680,476
9510,339800,605
9511,253230,191
9512,311690,393
9513,32470,403
9514,206190,39
9515,270880,608
9516,268910,545
9517,223470,170
9518,204360,263
9519,219740,540
9520,246420,901
9521,620,139
9522,55230,758
9523,205100,981
9524,339800,508
9525,284160,985
9526,311690,416
9527,620,916
9528,288160,990
9529,264200,25
9530,304430,482
9531,362890,304
9532,270880,417
9533,324160,174
9534,294100,235
9535,35140,573
9536,40970,482
9537,242760,486
9538,550,967
9539,35140,361
9540,212680,204
9541,10,100
9542,250900,337
9543,227300,766
9544,242760,287
9545,70,116
9546,105600,551
9547,319630,702
9548,264200,56
9549,206190,219
9550,304430,246
9551,105600,877
9552,400,944
9553,238460,468
9554,324160,154
9555,292030,159
9556,212680,98
9557,284160,816
9558,324160,117
9559,324160,491
9560,500,313
9561,3590,780
9562,250320,453
9563,240,710
9564,207610,643
9565,242680,899
9566,250900,422
9567,239030,67
9568,250900,2
9569,239140,8
9570,4000,404
9571,219150,883
9572,48700,812
9573,238320,202
9574,8930,727
9575,319630,275
9576,339800,844
9577,242680,173
9578,207610,109
9579,221640,409
9580,339800,550
9581,35140,151
9582,219740,779
9583,8930,586
9584,246420,232
9585,311690,14
9586,292030,444
9587,1250,54
9588,288160,521
9589,242760,94
9590,221380,438
9591,214560,702
9592,207610,893
9593,70,88
9594,312530,6
9595,341800,658
9596,1250,931
9597,204360,535
9598,319630,977
9599,292030,333
9600,274190,180
9601,362680,459
9602,400,74
9603,32470,449
9604,204360,666
9605,203160,454
9606,341800,554
9607,223470,701
9608,55230,247
9609,214560,267
9610,32470,842
9611,22380,31
9612,32440,779
9613,362680,694
9614,242680,649
9615,242680,53
9616,322330,119
9617,55230,796
9618,286160,364
9619,105600,532
9620,227300,39
9621,220,369
9622,239140,253
9623,367520,503
9624,294100,541
9625,242680,209
9626,22380,832
9627,207610,828
9628,274190,17
9629,203160,659
9630,32440,446
9631,337340,44
9632,292030,598
9633,294100,535
9634,214560,309
9635,319630,97
9636,311690,270
9637,221380,438
9638,10,123
9639,206440,963
9640,221640,283
9641,264710,250
9642,274190,350
9643,1250,565
9644,203160,462
9645,219740,411
9646,105600,196
9647,246420,228
9648,264710,466
9649,319630,332
9650,239140,806
9651,620,74
9652,223470,653
9653,400,787
9654,214560,90
9655,292030,837
9656,284160,250
9657,284160,970
9658,70,970
9659,205100,614
9660,3590,386
9661,32470,907
9662,362680,713
9663,214560,179
9664,400,294
9665,339800,360
9666,239030,812
9667,221640,197
9668,362890,183
9669,40970,987
9670,204360,772
9671,239140,578
9672,3590,28
9673,35140,613
9674,214560,804
9675,274190,178
9676,319630,137
9677,221640,301
9678,213670,846
9679,32470,319
9680,341800,564
9681,219150,549
9682,362890,543
9683,292030,395
9684,32440,504
9685,284160,482
9686,214560,752
9687,242760,850
9688,367580,249
9689,292030,980
9690,500,901
9691,270880,206
9692,268910,176
9693,1250,398
9694,319630,803
9695,213670,451
9696,268910,956
9697,292030,379
9698,264200,278
9699,264200,266
9700,220,267
9701,221640,987
9702,240,848
9703,284160,231
9704,219740,342
9705,204360,473
9706,367520,660
9707,221640,684
9708,204360,371
9709,362680,93
9710,362890,630
9711,550,190
9712,312530,181
9713,219150,862
9714,40970,672
9715,48700,880
9716,253230,382
9717,294100,907
9718,250900,735
9719,294100,386
9720,219740,940
9721,203160,650
9722,70,542
9723,246420,566
9724,322330,841
9725,227300,986
9726,339800,687
9727,205100,890
9728,40970,392
9729,319630,680
9730,620,83
9731,221640,51
9732,212680,850
9733,223470,156
9734,238320,339
9735,268910,373
9736,4000,965
9737,70,714
9738,227300,521
9739,550,766
9740,203160,546
9741,239030,187
9742,203160,477
9743,55230,774
9744,219150,999
9745,311690,561
9746,206440,71
9747,223470,454
9748,362680,779
9749,270880,428
9750,250320,547
9751,288160,732
9752,288160,865
9753,240,355
9754,32440,818
9755,55230,501
9756,221640,97
9757,341800,575
9758,620,576
9759,620,727
9760,253230,172
9761,286160,447
9762,324160,78
9763,550,25
9764,337340,107
9765,221380,568
9766,206190,342
9767,212680,163
9768,220,941
9769,206190,100
9770,268910,47
9771,223470,843
9772,288160,431
9773,304430,103
9774,8930,950
9775,324160,743
9776,242680,858
9777,55230,264
9778,238320,317
9779,339800,560
9780,288160,432
9781,70,813
9782,238460,80
9783,219150,684
9784,324160,524
9785,223470,286
9786,32470,852
9787,284160,559
9788,40970,133
9789,8930,975
9790,32440,729
9791,242760,125
9792,221640,757
9793,32440,740
9794,292030,692
9795,213670,681
9796,212680,33
9797,105600,689
9798,213670,656
9799,322330,16
9800,500,808
9801,48700,207
9802,339800,30
9803,35140,432
9804,324160,26
9805,242680,274
9806,221640,296
9807,286160,350
9808,292030,25
9809,367520,31
9810,206440,384
9811,239140,532
9812,32470,940
9813,213670,1
9814,4000,166
9815,322330,10
9816,203160,509
9817,294100,215
9818,250900,890
9819,367520,814
9820,8930,823
9821,221640,779
9822,362890,413
9823,48700,182
9824,286160,187
9825,264710,763
9826,207610,100
9827,312530,979
9828,239030,155
9829,203160,712
9830,253230,9
9831,264200,491
9832,324160,85
9833,219150,721
9834,270880,70
9835,324160,478
9836,48700,649
9837,214560,784
9838,250900,357
9839,253230,69
9840,264710,847
9841,221380,426
9842,205100,549
9843,339800,599
9844,32440,123
9845,55230,281
9846,55230,463
9847,1250,909
9848,288160,372
9849,238460,973
9850,204360,334
9851,223470,288
9852,220,416
9853,8930,114
9854,242680,904
9855,214560,575
9856,207610,385
9857,286160,460
9858,337340,95
9859,203160,383
9860,311690,949
9861,319630,784
9862,238460,719
9863,312530,181
9864,223470,481
9865,206190,892
9866,319630,572
9867,70,249
9868,105600,626
9869,362680,895
9870,253230,950
9871,219740,231
9872,400,681
9873,48700,302
9874,213670,600
9875,367580,751
9876,214560,252
9877,223470,470
9878,312530,545
9879,214560,697
9880,227300,13
9881,312530,621
9882,212680,815
9883,3590,171
9884,324160,794
9885,220,211
9886,292030,102
9887,207610,621
9888,242760,148
9889,32470,612
9890,322330,746
9891,219740,949
9892,253230,457
9893,221380,430
9894,294100,129
9895,250320,809
9896,268910,730
9897,8930,163
9898,203160,304
9899,304430,474
9900,341800,144
9901,420,175
9902,304430,191
9903,219740,62
9904,284160,306
9905,312530,893
9906,8930,672
9907,311690,527
9908,55230,594
9909,220,978
9910,220,971
9911,242680,249
9912,1250,44
9913,362890,32
9914,264710,863
9915,367520,272
9916,253230,325
9917,242760,257
9918,239140,530
9919,400,69
9920,620,25
9921,35140,483
9922,362890,916
9923,420,877
9924,250320,72
9925,214560,121
9926,420,635
9927,223470,411
9928,214560,493
9929,270880,382
9930,227300,788
9931,221640,509
9932,204360,596
9933,48700,978
9934,362890,454
9935,337340,112
9936,227300,69
9937,205100,509
9938,250900,275
9939,304430,30
9940,292030,901
9941,550,20
9942,204360,969
9943,322330,733
9944,311690,100
9945,205100,817
9946,400,400
9947,219740,552
9948,242760,544
9949,250900,912
9950,304430,961
9951,238320,620
9952,239140,515
9953,367520,136
9954,312530,991
9955,223470,327
9956,32440,592
9957,292030,429
9958,250320,673
9959,324160,906
9960,221380,930
9961,242760,554
9962,250320,794
9963,264200,158
9964,204360,104
9965,8930,428
9966,341800,455
9967,203160,560
9968,312530,423
9969,40970,81
9970,227300,192
9971,105600,138
9972,219740,132
9973,240,202
9974,212680,246
9975,264200,652
9976,286160,652
9977,339800,910
9978,207610,732
9979,304430,172
9980,420,249
9981,48700,487
9982,40970,732
9983,264200,492
9984,242760,771
9985,268910,352
9986,223470,424
9987,239140,829
9988,70,28
9989,304430,230
9990,219150,13
9991,206190,586
9992,250320,971
9993,8930,166
9994,219150,318
9995,219740,437
9996,242760,801
9997,206440,492
9998,105600,715
9999,304430,564
10000,220,530
10001,250900,936
10002,362680,320
10003,239030,959
10004,367580,840
10005,204360,70
10006,1250,339
10007,1250,188
10008,284160,410
10009,620,600
10010,227300,638
10011,227300,141
10012,288160,118
10013,219740,165
10014,221380,571
10015,264710,770
10016,367580,498
10017,294100,935
10018,550,43
10019,239030,519
10020,238460,608
10021,219740,945
10022,362680,199
10023,212680,371
10024,294100,344
10025,239030,919
10026,8930,817
10027,205100,524
10028,214560,816
10029,212680,592
10030,219150,864
10031,1250,361
10032,337340,932
10033,32440,829
10034,206190,102
10035,400,418
10036,221640,15
10037,22380,736
10038,242680,655
10039,32470,797
10040,214560,409
10041,4000,473
10042,239030,10
10043,70,2
10044,319630,300
10045,219740,931
10046,239030,287
10047,22380,704
10048,367520,252
10049,400,112
10050,213670,908
10051,250900,188
10052,242760,124
10053,292030,909
10054,219150,932
10055,620,853
10056,322330,85
10057,242680,528
10058,284160,366
10059,40970,879
10060,223470,659
10061,322330,691
10062,620,368
10063,500,334
10064,242680,956
10065,270880,321
10066,312530,635
10067,22380,955
10068,362890,707
10069,420,307
10070,70,369
10071,264200,732
10072,288160,60
10073,304430,814
10074,3590,745
10075,292030,706
10076,420,944
10077,227300,807
10078,294100,205
10079,270880,146
10080,550,362
10081,105600,91
10082,264200,554
10083,221640,179
10084,550,656
10085,35140,827
10086,250320,540
10087,221380,354
10088,304430,132
10089,48700,679
10090,240,721
10091,238460,105
10092,420,7
10093,219150,615
10094,311690,353
10095,268910,128
10096,204360,153
10097,70,76
10098,227300,191
10099,362890,167
10100,207610,219
10101,250320,649
10102,250900,193
10103,32440,431
10104,206190,867
10105,341800,281
10106,206190,685
10107,620,36
10108,500,713
10109,264200,124
10110,212680,93
10111,40970,806
10112,246420,173
10113,550,680
10114,10,670
10115,242680,583
10116,205100,573
10117,32470,468
10118,239140,904
10119,205100,934
10120,311690,564
10121,212680,75
10122,1250,400
10123,204360,581
10124,48700,180
10125,227300,258
10126,55230,677
10127,620,80
10128,10,810
10129,204360,928
10130,219150,852
10131,286160,127
10132,274190,985
10133,550,417
10134,206440,726
10135,221640,294
10136,367580,72
10137,212680,199
10138,4000,715
10139,55230,561
10140,264200,25
10141,264200,219
10142,322330,803
10143,268910,39
10144,206190,266
10145,223470,125
10146,242760,706
10147,219150,34
10148,238320,118
10149,22380,344
10150,212680,723
10151,238320,908
10152,270880,593
10153,213670,4
10154,214560,292
10155,253230,499
10156,367520,242
10157,204360,787
10158,250900,9
10159,250900,487
10160,206190,2
10161,274190,139
10162,286160,310
10163,8930,772
10164,213670,145
10165,500,903
10166,55230,587
10167,203160,32
10168,204360,312
10169,294100,90
10170,322330,730
10171,367580,230
10172,288160,615
10173,220,983
10174,319630,334
10175,238460,837
10176,206190,8
10177,223470,657
10178,204360,203
10179,322330,259
10180,274190,290
10181,1250,271
10182,22380,713
10183,341800,103
10184,22380,608
10185,1250,506
10186,32440,514
10187,10,11
10188,1250,170
10189,242760,695
10190,420,181
10191,206190,974
10192,288160,209
10193,312530,20
10194,304430,194
10195,227300,962
10196,213670,642
10197,367520,155
10198,339800,221
10199,292030,283
10200,270880,161
10201,367520,397
10202,206190,859
10203,284160,507
10204,220,612
10205,304430,700
10206,362890,963
10207,70,84
10208,550,856
10209,221380,920
10210,362890,21
10211,550,480
10212,292030,143
10213,284160,173
10214,337340,691
10215,286160,799
10216,242680,796
10217,239030,323
10218,268910,373
10219,420,390
10220,312530,425
10221,213670,372
10222,362890,902
10223,367520,709
10224,304430,501
10225,322330,778
10226,246420,536
10227,292030,790
10228,264710,21
10229,337340,675
10230,32470,369
10231,367580,357
10232,70,840
10233,221380,164
10234,204360,865
10235,286160,780
10236,22380,250
10237,250320,799
10238,337340,357
10239,48700,999
10240,238460,420
10241,242680,206
10242,268910,753
10243,294100,382
10244,239140,871
10245,220,330
10246,264710,946
10247,292030,815
10248,219150,955
10249,219150,317
10250,319630,664
10251,3590,475
10252,362890,305
10253,250320,66
10254,288160,26
10255,420,810
10256,286160,193
10257,420,136
10258,40970,583
10259,324160,718
10260,270880,10
10261,367580,160
10262,341800,844
10263,362680,87
10264,206440,255
10265,206440,159
10266,339800,899
10267,205100,61
10268,10,513
10269,105600,497
10270,219150,584
10271,550,196
10272,420,606
10273,620,585
10274,339800,761
10275,264710,926
10276,264710,555
10277,239140,272
10278,400,207
10279,337340,35
10280,286160,506
10281,322330,734
10282,220,415
10283,35140,249
10284,341800,938
10285,274190,710
10286,4000,138
10287,238320,893
10288,32470,429
10289,239140,987
10290,362890,951
10291,322330,100
10292,70,292
10293,220,134
10294,264200,72
10295,400,41
10296,40970,141
10297,240,234
10298,48700,551
10299,207610,703
10300,40970,968
10301,212680,166
10302,420,47
10303,264200,642
10304,48700,311
10305,1250,136
10306,221640,882
10307,253230,6
10308,250320,849
10309,105600,317
10310,239140,790
10311,206190,363
10312,250320,3
10313,319630,422
10314,239030,209
10315,205100,159
10316,205100,518
10317,204360,988
10318,250900,240
10319,294100,747
10320,274190,503
10321,55230,115
10322,22380,465
10323,312530,380
10324,239030,595
10325,220,112
10326,239030,129
10327,105600,782
10328,253230,959
10329,292030,635
10330,239030,45
10331,268910,524
10332,253230,897
10333,219150,834
10334,205100,898
10335,206190,630
10336,242680,751
10337,70,172
10338,219150,758
10339,212680,266
10340,420,234
10341,203160,240
10342,239140,704
10343,253230,109
10344,70,385
10345,227300,305
10346,264200,427
10347,264710,553
10348,319630,82
10349,362680,163
10350,239030,101
10351,264200,56
10352,367580,150
10353,22380,429
10354,312530,461
10355,8930,833
10356,70,493
10357,32470,454
10358,1250,64
10359,312530,363
10360,55230,515
10361,400,508
10362,288160,578
10363,268910,287
10364,213670,148
10365,8930,23
10366,221640,782
10367,32440,904
10368,203160,694
10369,239140,200
10370,294100,868
10371,207610,427
10372,620,115
10373,292030,326
10374,337340,79
10375,250320,441
10376,223470,953
10377,312530,943
10378,239140,239
10379,304430,621
10380,304430,977
10381,322330,479
10382,219740,990
10383,341800,895
10384,264710,290
10385,48700,188
10386,367520,438
10387,240,144
10388,292030,573
10389,322330,290
10390,238460,423
10391,205100,818
10392,400,236
10393,270880,126
10394,32470,487
10395,311690,930
10396,214560,432
10397,274190,603
10398,264710,582
10399,207610,94
10400,242760,779
10401,105600,857
10402,339800,693
10403,264200,531
10404,246420,944
10405,264200,522
10406,22380,617
10407,214560,601
10408,288160,88
10409,219740,469
10410,362890,902
10411,339800,223
10412,55230,714
10413,221640,215
10414,246420,371
10415,250900,902
10416,319630,355
10417,55230,966
10418,207610,991
10419,292030,368
10420,270880,872
10421,367580,845
10422,250320,991
10423,341800,355
10424,206440,792
10425,246420,426
10426,32440,579
10427,48700,400
10428,620,659
10429,10,294
10430,500,708
10431,204360,931
10432,420,344
10433,246420,743
10434,288160,807
10435,322330,454
10436,264710,526
10437,312530,790
10438,250320,1
10439,238460,499
10440,220,746
10441,242680,448
10442,1250,171
10443,250900,282
10444,70,385
10445,264200,813
10446,292030,785
10447,367580,621
10448,284160,79
10449,203160,379
10450,22380,622
10451,253230,389
10452,362680,434
10453,264200,667
10454,239030,596
10455,264200,303
10456,304430,699
10457,105600,716
10458,367520,297
10459,3590,278
10460,219740,921
10461,362890,182
10462,219740,990
10463,22380,781
10464,246420,769
10465,322330,229
10466,319630,234
10467,223470,978
10468,420,557
10469,288160,236
10470,294100,716
10471,246420,9
10472,367520,977
10473,240,439
10474,246420,346
10475,319630,702
10476,206190,803
10477,214560,745
10478,284160,621
10479,105600,517
10480,219740,548
10481,312530,742
10482,322330,312
10483,367580,796
10484,339800,6
10485,264710,868
10486,105600,911
10487,212680,901
10488,22380,767
10489,203160,335
10490,35140,136
10491,238320,326
10492,242760,329
10493,22380,270
10494,270880,869
10495,246420,464
10496,311690,80
10497,219150,389
10498,70,981
10499,205100,644
